chrom	chrompos	abspos	C10_S10_R1_001	C100_S100_R1_001	C101_S101_R1_001	C103_S103_R1_001	C104_S104_R1_001	C105_S105_R1_001	C106_S106_R1_001	C107_S107_R1_001	C108_S108_R1_001	C109_S109_R1_001	C11_S11_R1_001	C110_S110_R1_001	C111_S111_R1_001	C112_S112_R1_001	C113_S113_R1_001	C114_S114_R1_001	C115_S115_R1_001	C116_S116_R1_001	C117_S117_R1_001	C118_S118_R1_001	C119_S119_R1_001	C120_S120_R1_001	C121_S121_R1_001	C122_S122_R1_001
1	30680351	30680351	0.819095283288692	239.297966051146	156.824526807927	344.869089448417	140.950909902919	156.846468860242	157.427493434322	148.035670996346	185.932890087186	233.08657654609	53.9546826852688	175.872869858461	155.569040048276	43.5861223792035	112.702220999152	138.899260966031	160.338745168021	273.480468126845	315.765635863214	246.04967866147	186.511458428669	157.727622071802	158.944024237526	145.296484594059
1	31224890	31224890	0.485592142503035	227.044423813802	130.129707992816	329.387654452071	130.955397964858	154.916795906403	167.759725598579	160.496601099556	191.641327711916	214.393126836817	85.5623847875832	156.493135474331	142.580541875126	32.9491839125479	130.93838688083	158.271457033581	154.553000674897	322.185028649039	271.332727053391	204.666300634213	193.17164538352	159.695011939765	233.193866874303	150.58880733243
1	31802309	31802309	0.0823128399845461	204.454709561314	158.378279364321	348.765372445827	130.051290302449	183.995880424784	158.396895285017	150.954850203622	170.773351642436	217.139906268741	68.2500089523759	191.371447829383	149.124252619261	50.7904659539566	139.076709166233	164.690401673614	113.18921221447	305.844079795785	300.625417825329	190.348860707313	177.751609099848	133.727166560658	312.008689046299	163.667646837656
1	32351709	32351709	1.60544018851326	265.816655116202	146.952243463364	323.212721181855	169.340944050882	141.376169357714	139.012519650402	113.05194199394	190.230650589813	231.15155675701	74.3403555557264	183.523582098847	146.033076180285	47.6161628540623	147.11622592353	134.536621046201	141.646659591522	337.309022852872	306.917817578451	213.236518312056	193.395059759263	133.970361867813	228.995370134447	165.22515730621
1	32956663	32956663	0.524454201593596	248.949703666329	146.567410349172	339.210978238951	146.222974470291	128.364875515497	173.17552969671	143.99041939324	211.321999491548	230.418244203086	74.3780631010077	158.880726343079	160.372066351066	107.280830957184	141.313948796762	134.443962578158	152.752475729997	337.966059271296	303.340747928233	223.118509990765	204.8272993579	140.750864434987	265.837089911466	146.527280511991
1	33562071	33562071	2.81851037031741	227.838796907355	143.613220785685	304.452862021143	149.181984950381	141.290516802738	179.357158545303	158.658191842301	183.781465488284	210.95092579726	64.2463877567259	151.326599523629	172.812760193024	39.5654119547082	140.030249316503	131.712475219519	143.356905030781	324.643483589162	288.52603603324	233.405598480466	172.200152780602	171.8866060245	181.967050211664	134.301733025892
1	34100962	34100962	1.93947350085876	218.230819637703	132.115549528952	334.121101685267	159.436557275604	136.71515909115	126.133501937325	172.525189036468	178.966561155457	229.050268366595	77.8557445517405	192.57688064428	132.140693629866	52.8805408457096	132.557093526013	153.025755640499	136.42760460218	328.296659107941	262.170795305681	222.214108180543	198.473220087455	135.914844576568	128.857153667534	162.603068900732
1	34637158	34637158	3.54603092274849	213.212776857074	133.89668846753	339.331002208524	130.428741896506	180.089404795486	163.755810408162	130.694887798914	176.821249859722	207.369735512044	28.525473636893	154.943200027552	155.652182587157	54.6769444081908	145.490124325384	148.31870582847	129.804452863434	292.081345912544	283.778783852237	197.730894447869	192.973128707196	161.280859153904	185.075470453146	148.222985013521
1	35170932	35170932	0.881224323249934	259.604931445191	143.980658467606	340.849612746787	150.690849428468	152.657326541372	169.811357326035	154.205618503397	193.005390214486	230.677998256037	63.7861561515374	185.732599336194	143.958888089672	67.3902573106699	136.742349813576	154.807699374112	165.067009977835	302.369519413151	263.276853757106	234.167258538795	180.232329434749	126.514303086161	262.072517393576	123.969162991806
1	35750994	35750994	1.31611675714563	217.660933563243	149.286136898141	354.454480035909	121.257603539186	147.645257233268	181.800569916941	147.630886080189	207.785780646823	203.894800090921	91.4437672495843	179.911843016286	147.598738602345	49.6768747660044	129.022059263259	142.548750741304	142.401472349124	293.402887800552	260.091378019225	195.978969194222	192.40191891774	150.941244640601	312.450625423879	148.338792422029
1	36319517	36319517	0.0341097522892911	228.028582668038	156.204099476325	324.42501652012	101.199153854994	142.099533325981	141.098378782593	146.369560366375	172.876316959889	225.40598201042	71.5459427013455	150.142692016485	158.937670301904	43.0036624888322	143.607546768024	146.637812593184	124.68919313619	275.248218523342	278.402381398715	192.237203263952	203.503820389276	142.309577855626	261.936360557808	151.764168783138
1	36900819	36900819	1.85719425557317	241.544694430819	170.234201243876	339.569400719993	133.030321039871	132.353384131705	167.441570923424	171.800155194791	161.454831006183	196.758447906597	61.996200455357	163.075171811146	142.208378529208	66.7156988291468	111.442614783656	138.367105617371	139.023898606064	333.658614192692	267.837261166869	235.312910697534	217.370009939454	153.589162218646	210.07733436971	141.788985854605
1	37428486	37428486	2.00860221971827	239.378590066538	150.564642307604	362.237576273988	132.441038626504	152.545671866528	137.424545085606	141.683831196346	146.794241390582	209.304351217399	23.7033139777607	140.268060544592	141.02971464572	78.9820262925056	112.981340100817	146.511440086706	156.111894852954	382.271390558633	277.45685165593	229.884853990473	199.118007029045	148.644015237803	140.654551422257	118.73815030385
1	37965422	37965422	0.693768524996182	238.087324595532	173.841235521226	338.910156655661	138.582117898876	135.77710748952	148.161009292347	168.678543868567	170.575873586225	253.684003179746	62.6711559828198	195.809869905082	162.869941241009	56.3147729302557	136.058325993574	122.640048499926	146.43659831208	310.953945923075	291.951980663516	235.336042097459	180.601809430296	156.347758612313	241.871529706165	163.849944074726
1	38542605	38542605	0.372996273692373	230.29504319337	156.827422031236	329.284091345752	140.252947858629	144.678090971514	164.979466851435	145.265871782989	165.51828705641	194.972965155547	34.9323445653617	168.238796066276	126.787868774013	115.840682323748	130.95832293481	155.302169317309	138.287498249095	280.267959428282	278.307706835691	200.961244571839	216.179167516415	145.05886699408	182.276691886741	134.344503165239
1	39073179	39073179	1.53435233140711	215.4502409448	181.204466099988	355.902181211517	136.338695138658	161.407012004887	155.743048826073	171.522000174195	131.685664631826	205.407242700381	42.1086798412782	163.957754720904	167.745573413011	50.4427973858924	140.204830515176	147.895480628575	135.226843566498	397.010409930157	268.682130848711	197.830347782628	181.219627861937	153.390217833488	238.903904593853	141.172283178732
1	39663211	39663211	0.423846009752573	271.08879103629	250.373751680376	538.468203604129	143.947067506936	172.461534484721	189.049901034217	162.341914047995	176.828484929158	215.021692139884	77.3527086109392	182.811878183672	163.106486723381	77.4710467028077	117.225043806433	185.851489210278	129.494015803296	523.961674571462	270.8926410456	234.288787962666	206.992439115491	141.72629565334	222.808781173442	151.077760735722
1	40254119	40254119	0.425203229500194	244.232669134308	176.502572730164	378.032554442336	126.97832319511	158.778886563928	152.942699840359	142.630868904994	259.846263264793	223.808788814716	89.9012490242332	163.750088740389	168.594445039958	33.4968521019208	164.257387389947	243.799901246031	152.169609367569	328.291218360239	295.507445118468	284.80228773371	206.074584881249	134.793537053399	382.300089543489	160.255672521034
1	40844201	40844201	0.404790484078701	260.291568293192	136.50662652336	343.441735494886	138.365518139518	146.11729321147	146.821577015638	147.005402908137	314.917331119958	213.748397655633	58.2934455002456	161.444769339161	123.649080142827	36.4311371928255	108.763327846303	332.291647952848	120.540573012154	306.99624674329	248.270460162713	402.499324758462	175.515535606579	158.363918615235	387.937498898633	139.467550076019
1	41406494	41406494	2.32217020070575	232.158154967294	150.174488295667	330.793544002963	138.42790249659	145.340029814387	177.939476529484	157.087157587499	279.651032565675	224.275702252269	56.3346206846601	189.733184354687	198.253689166114	75.9731276048466	143.618701205532	330.505095896148	140.267068169188	319.229381593396	268.687908659882	325.26944570198	179.35858344351	116.585821324057	363.86918659908	130.239500213907
1	41955922	41955922	2.09955059598878	232.362733206545	135.234770336251	362.132361400691	128.198052178616	133.343166051899	163.159212144958	124.662198184489	279.293693607035	220.433122424451	67.9489188368923	165.825020538857	136.006844161935	40.7247358184599	110.458537657115	285.425969671377	119.021203305403	291.528099000026	272.122895433436	308.426247674461	184.338066751853	125.923509694638	293.607670775163	136.192271395064
1	42484025	42484025	0.244289581819754	261.188716804178	125.090788708621	340.616357336104	135.009517797167	145.527879969495	151.487033299748	148.975307367552	290.409157792068	219.471580584845	30.1767510261811	171.271030029079	147.976283865677	52.9444428658978	119.566077354503	308.124612447814	150.515856828377	324.59474905802	266.785610451453	301.298341915949	206.347940398203	153.022728713696	357.783727506814	157.162764343845
